,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,REDLIGHT_CAMERA,DATE,DATA_TYPE,CAMERA_ID,CAMERA_DATE_TIME,CAMERA_DATE
67,627897.0,Non-Fatal Injury,"Pedestrian, Automobile, Truck","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8847455.60996437,5420455.39080307,43.708586,-79.47804599999999,2020-03-30 09:45:00,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Etobicoke York,Brookhaven-Amesbury (30),30,Intersection,3,0,1,0,2,0,2,1,0,0,0,1,0,2,True,2020-03,Accident,44.0,2009-03-19 04:00:00,2009-03
68,656670.0,Fatal,Automobile,Not Recorded,-8858793.72274065,5428715.83951056,43.762202,-79.579898,2020-04-03 23:10:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Turning Movement,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),2,Mid-Block,4,1,1,2,0,0,3,0,1,0,0,3,0,1,False,2020-04,Accident,,,
69,657926.0,Non-Fatal Injury,"Cyclist, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8857638.67170418,5423223.91858282,43.726561,-79.56952199999999,2020-04-04 07:15:00,Local,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Etobicoke York,Rexdale-Kipling (4),4,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2020-04,Accident,,,
70,658260.0,Non-Fatal Injury,"Automobile, City Vehicle","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8848386.46354639,5426019.16448135,43.744704,-79.486408,2020-04-04 09:17:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,North York,Downsview-Roding-CFB (26),26,Intersection,3,0,2,1,0,0,2,0,1,0,0,2,0,1,True,2020-04,Accident,35.0,2009-03-17 04:00:00,2009-03
71,772626.0,Non-Fatal Injury,"Automobile, Motorcycle","Aggressive and Distracted Driving Collision, Medical or Physical Disability Related Collision",-8838433.49919405,5419167.90399663,43.700225,-79.396999,2020-04-23 13:23:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Rear End,Toronto East York,Mount Pleasant West (104),104,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2020-04,Accident,,,
72,778481.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8815303.64671652,5430832.830320099,43.775935,-79.18921999999999,2020-04-24 13:45:00,Major Arterial,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Scarborough,West Hill (136),136,Mid-Block,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2020-04,Accident,,,
73,780152.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8847898.88417671,5423225.15093588,43.726569,-79.482028,2020-04-23 10:30:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,SMV Other,North York,Downsview-Roding-CFB (26),26,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2020-04,Accident,16.0,2008-05-29 04:00:00,2008-05
74,806061.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8825525.00236115,5429259.80101463,43.765731,-79.28104,2020-04-29 08:58:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2020-04,Accident,13.0,2008-03-28 04:00:00,2008-03
75,819828.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8835689.36242651,5412683.76948628,43.658099,-79.372348,2020-05-01 14:52:00,Major Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Toronto East York,Moss Park (73),73,Intersection,4,0,1,0,3,0,2,1,1,0,0,2,0,2,False,2020-05,Accident,,,
76,823448.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8840636.51191685,5411338.59622618,43.649356,-79.416789,2020-05-02 04:59:00,Local,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto East York,Trinity-Bellwoods (81),81,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2020-05,Accident,,,
77,825994.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8836088.55412049,5410112.67898214,43.641387,-79.375934,2020-05-02 15:38:00,Minor Arterial,At/Near Private Drive,Stop Sign,Rain,Daylight,Wet,Cyclist Collisions,Toronto East York,Waterfront Communities-The Island (77),77,Mid-Block,3,0,1,0,2,0,1,0,1,1,1,1,0,1,False,2020-05,Accident,,,
78,826306.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8844603.71592974,5412409.11852244,43.656314,-79.452427,2020-05-02 16:32:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Toronto and East York,Roncesvalles (86),86,Intersection,7,0,1,2,4,0,4,0,3,0,0,4,0,3,True,2020-05,Accident,60.0,2009-08-11 04:00:00,2009-08
79,827861.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8834029.03222132,5421466.59652618,43.715152,-79.357433,2020-05-02 21:53:00,<Null>,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,<Null>,Leaside-Bennington (56),56,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2020-05,Accident,,,
80,838759.0,Non-Fatal Injury,"Automobile, City Vehicle","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8848142.67386155,5408408.75643947,43.630309,-79.484218,2020-05-04 18:47:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Stonegate-Queensway (16),16,Intersection,3,0,1,2,0,0,3,0,0,0,0,1,0,2,False,2020-05,Accident,,,
81,849955.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8838022.39631455,5410094.37375793,43.641268,-79.39330600000001,2020-05-06 16:27:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto East York,Waterfront Communities-The Island (77),77,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2020-05,Accident,,,
82,865160.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8817540.7232035,5426207.77355087,43.745928,-79.209316,2020-05-09 07:00:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Guildwood (140),140,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2020-05,Accident,,,
83,882024.0,Fatal,Automobile,Not Recorded,-8819263.28100403,5441138.77264503,43.842745,-79.22479,2006-01-07 23:25:00,Minor Arterial,<Null>,No Control,Clear,Dark,Wet,Approaching,Scarborough,Rouge (131),131,Mid-Block,3,1,1,0,0,1,2,0,0,0,0,2,0,1,False,2006-01,Accident,,,
84,882079.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8832963.14809698,5431005.65791909,43.777056,-79.347858,2006-01-06 22:10:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Don Valley Village (47),47,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
85,882174.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8825664.15172465,5429832.31315385,43.769445000000005,-79.28229,2006-01-09 14:35:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Intersection,3,1,0,0,1,1,1,1,0,0,0,1,0,2,False,2006-01,Accident,,,
86,882497.0,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8856366.06728543,5422435.86250372,43.721445,-79.55809,2006-01-08 18:28:00,Major Arterial,At Intersection,Pedestrian Crossover,Clear,Dark,Dry,Pedestrian Collisions,Etobicoke York,Elms-Old Rexdale (5),5,Intersection,6,1,0,0,4,1,1,1,3,0,0,1,0,5,False,2006-01,Accident,,,
87,882501.0,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8828525.06263803,5422528.281547099,43.722045,-79.30799,2006-01-11 11:20:00,Collector,<Null>,No Control,Clear,Daylight,Wet,SMV Other,North York,Victoria Village (43),43,Intersection,6,1,1,2,0,2,1,0,3,0,0,1,0,5,False,2006-01,Accident,,,
88,882912.0,Non-Fatal Injury,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8854340.05255299,5425455.36346793,43.741045,-79.53989,2006-01-14 09:04:00,Major Arterial,<Null>,Pedestrian Crossover,Strong wind,Daylight,Ice,Pedestrian Collisions,Etobicoke York,Humbermede (22),22,Mid-Block,3,0,1,0,1,1,1,1,0,0,0,1,0,2,False,2006-01,Accident,,,
89,884090.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8839463.64976185,5411882.61160318,43.652892,-79.406253,2006-01-02 07:05:00,Major Arterial,<Null>,No Control,Other,"Dark, artificial",Wet,Pedestrian Collisions,Toronto and East York,Kensington-Chinatown (78),78,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
90,884135.0,Non-Fatal Injury,Automobile,Medical or Physical Disability Related Collision,-8822213.24751005,5425855.983765701,43.743645,-79.25129,2006-01-10 08:04:00,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Approaching,Scarborough,Bendale (127),127,Intersection,2,0,1,1,0,0,2,0,0,0,0,2,0,0,False,2006-01,Accident,,,
91,884310.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8813207.50070488,5429154.05818129,43.765045,-79.17039,2006-01-22 02:30:00,Collector,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,Scarborough,West Hill (136),136,Mid-Block,3,0,1,0,1,1,1,1,0,0,0,1,0,2,False,2006-01,Accident,,,
92,884326.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8837341.56630886,5414691.35440481,43.671145,-79.38719,2006-01-22 18:00:00,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Rosedale-Moore Park (98),98,Intersection,3,0,1,0,1,1,1,1,0,0,0,1,0,2,False,2006-01,Accident,,,
93,884560.0,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8827044.51341048,5426117.93721406,43.745345,-79.29469,2006-01-24 01:45:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Dawn,Dry,Angle,Scarborough,Wexford/Maryvale (119),119,Intersection,4,1,1,0,1,1,2,0,1,0,0,2,0,2,True,2006-01,Accident,165.0,2021-06-23 04:00:00,2021-06
94,884714.0,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8836929.68419292,5416676.90123869,43.684045000000005,-79.38349000000001,2006-01-24 22:20:00,Major Arterial,At Intersection,No Control,Rain,Dark,Wet,Turning Movement,Toronto and East York,Rosedale-Moore Park (98),98,Intersection,6,1,0,2,1,2,3,0,1,0,0,3,0,3,False,2006-01,Accident,,,
95,884756.0,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8813240.89655212,5435075.05765609,43.803445,-79.17069000000001,2006-01-24 07:54:00,Collector,At Intersection,Stop Sign,Clear,Daylight,Wet,Pedestrian Collisions,Scarborough,Rouge (131),131,Intersection,3,1,0,0,2,0,1,1,1,0,0,1,0,2,False,2006-01,Accident,,,
96,885650.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8852614.600445699,5406553.53306712,43.618245,-79.52439,2006-01-29 20:48:00,<Null>,<Null>,No Control,Rain,Dark,Wet,Pedestrian Collisions,Etobicoke York,Mimico (17),17,Mid-Block,2,1,0,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
97,885782.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8842506.79068167,5412229.25349189,43.655145000000005,-79.43359,2006-01-04 19:40:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Dufferin Grove (83),83,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
98,886039.0,Non-Fatal Injury,"Pedestrian, City Vehicle",Not Recorded,-8822922.68662488,5436057.94159192,43.809817,-79.257663,2006-01-09 18:20:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Scarborough,Agincourt North (129),129,Intersection,3,0,1,0,1,1,1,1,0,0,0,0,0,3,True,2006-01,Accident,89.0,2017-03-24 04:00:00,2017-03
99,886175.0,Fatal,Motorcycle,Not Recorded,-8820304.34088193,5435770.25362954,43.807952,-79.234142,2020-05-12 21:09:00,Minor Arterial,At Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,Scarborough,Malvern (132),132,Intersection,1,1,0,0,0,0,1,0,0,0,0,0,1,0,False,2020-05,Accident,,,
100,886230.0,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8824918.31113633,5431358.56929695,43.779345,-79.27559000000001,2006-01-21 18:29:00,Major Arterial,At Intersection,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Scarborough,Agincourt South-Malvern West (128),128,Intersection,3,1,1,0,1,0,1,2,0,0,0,1,0,2,False,2006-01,Accident,,,
101,886552.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8847994.84157778,5413829.54444062,43.665545,-79.48289,2006-01-15 18:12:00,Major Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Runnymede-Bloor West Village (89),89,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
102,886573.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8839835.12290263,5419802.30873413,43.704345,-79.40959000000001,2006-01-14 20:58:00,Major Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,North York,Yonge-Eglinton (100),100,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
103,886747.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8814587.86239071,5429786.06691169,43.769145,-79.18279,2006-01-17 22:00:00,Minor Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Scarborough,West Hill (136),136,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
104,887039.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8841282.27628294,5428213.83266953,43.758945,-79.42259,2006-01-17 19:40:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,North York,Lansing-Westgate (38),38,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-01,Accident,,,
105,887237.0,Non-Fatal Injury,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8840814.73442161,5413521.77465195,43.663545,-79.41839,2006-01-27 20:46:00,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Palmerston-Little Italy (80),80,Intersection,5,0,1,0,3,1,3,1,0,0,0,3,0,2,False,2006-01,Accident,,,
106,887427.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8848829.73775873,5413552.5511694,43.663745,-79.49039,2006-02-07 13:30:00,Major Arterial,<Null>,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Runnymede-Bloor West Village (89),89,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-02,Accident,,,
107,887568.0,Non-Fatal Injury,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8834615.01802086,5411667.83247521,43.651496,-79.362697,2006-01-08 15:07:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,4,0,1,1,0,2,2,0,0,0,0,2,0,2,False,2006-01,Accident,,,
108,887637.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8860540.54819018,5417092.5348392,43.686745,-79.59559,2006-02-08 15:00:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,West Humber-Clairville (1),1,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2006-02,Accident,45.0,2009-03-19 04:00:00,2009-03
109,888108.0,Non-Fatal Injury,Automobile,Not Recorded,-8824239.26224249,5424669.58187525,43.735945,-79.26949,2006-02-12 08:45:00,Major Arterial,<Null>,No Control,Clear,Daylight,Dry,Approaching,Scarborough,Ionview (125),125,Mid-Block,6,0,1,1,4,0,4,0,2,0,0,6,0,0,False,2006-02,Accident,,,
110,888231.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8827679.034508001,5421065.08869899,43.712545,-79.30039000000001,2006-02-13 09:25:00,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,O'Connor-Parkview (54),54,Intersection,3,0,1,0,2,0,1,1,0,0,0,1,0,2,False,2006-02,Accident,,,
111,888497.0,Fatal,Pedestrian,Aggressive and Distracted Driving Collision,-8832610.48795014,5417184.90040215,43.687345,-79.34469,2006-02-15 09:35:00,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Danforth East York (59),59,Intersection,3,1,0,0,1,1,1,1,0,0,0,0,0,3,False,2006-02,Accident,,,
112,888584.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8813299.22796529,5430171.15103057,43.771643,-79.171214,2020-05-13 09:45:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,West Hill (136),136,Mid-Block,4,1,0,2,1,0,1,1,0,0,0,3,0,1,False,2020-05,Accident,,,
113,888639.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8856588.70626702,5423067.41108166,43.725545,-79.56009,2006-02-16 06:20:00,Major Arterial,<Null>,No Control,Snow,Daylight,Slush,SMV Other,Etobicoke York,Elms-Old Rexdale (5),5,Mid-Block,2,0,1,0,1,0,1,0,0,0,0,1,0,1,False,2006-02,Accident,,,
114,889218.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8818728.94744822,5435800.02467491,43.808145,-79.21999,2006-02-20 18:40:00,Minor Arterial,<Null>,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Scarborough,Malvern (132),132,Mid-Block,3,1,0,0,1,1,1,1,0,0,0,1,0,2,False,2006-02,Accident,,,
115,889323.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8840013.2340879,5416769.26264435,43.684645,-79.41119,2006-01-29 21:30:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Casa Loma (96),96,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2006-01,Accident,105.0,2017-07-14 04:00:00,2017-07
116,889773.0,Non-Fatal Injury,"Automobile, City Vehicle",Not Recorded,-8838677.40019838,5412336.956682401,43.655845,-79.39919,2006-02-02 14:21:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Toronto and East York,Kensington-Chinatown (78),78,Intersection,4,0,2,0,2,0,2,0,1,0,0,1,0,3,False,2006-02,Accident,,,
117,889954.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8828424.87509632,5434643.18952145,43.800645,-79.30709,2006-02-03 07:58:00,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Scarborough,L'Amoreaux (117),117,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-02,Accident,,,
118,890013.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8826677.15909086,5428907.432378501,43.763445,-79.29139,2006-02-03 09:57:00,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,Scarborough,Dorset Park (126),126,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-02,Accident,,,
119,890040.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8859661.12421291,5413906.48848997,43.666045,-79.58769000000001,2006-02-24 08:37:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Eringate-Centennial-West Deane (11),11,Intersection,3,0,1,0,2,0,1,1,0,0,0,1,0,2,False,2006-02,Accident,,,
120,890213.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8838254.38613337,5414799.08630414,43.671845000000005,-79.39539,2006-02-25 15:29:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Annex (95),95,Intersection,3,0,1,0,1,1,1,1,0,0,0,1,0,2,False,2006-02,Accident,,,
121,890220.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8833779.34260347,5412260.02570393,43.655345,-79.35519000000001,2006-02-26 04:30:00,Major Arterial,<Null>,No Control,Clear,Dark,Loose Snow,SMV Other,Toronto and East York,Moss Park (73),73,Mid-Block,6,0,5,0,0,1,1,0,4,0,0,1,0,5,False,2006-02,Accident,,,
122,890325.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8840358.32450936,5429385.27586236,43.766545,-79.41429000000001,2006-01-27 23:01:00,Collector,At Intersection,Pedestrian Crossover,Clear,Dark,Dry,SMV Other,North York,Lansing-Westgate (38),38,Mid-Block,3,0,1,1,0,1,1,0,1,0,0,1,0,2,False,2006-01,Accident,,,
123,890506.0,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8859093.39480986,5421773.55310957,43.717145,-79.58259,2006-02-27 05:01:00,Major Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,3,1,0,0,1,1,1,1,0,0,0,1,0,2,False,2006-02,Accident,,,
124,890516.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8842640.37407062,5425378.32309756,43.740545,-79.43479,2006-02-21 18:46:00,Major Arterial,At Intersection,Stop Sign,Clear,Dark,Dry,Pedestrian Collisions,North York,Lansing-Westgate (38),38,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-02,Accident,,,
125,890583.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8847571.82751276,5412644.68700214,43.657845,-79.47909,2006-02-08 07:45:00,Minor Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,High Park North (88),88,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2006-02,Accident,,,
